ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2023-01-08,43,102965,612,Employed,High School,23,11219,24,Single,2,Rent,235,0.4508789390950419,2,2,0.395198856409876,0,Home,0,25,8,6713,5675,72554,14832,8580.416666666666,0.8906009103451551,1,57722,0.180219,0.1976384964499117,569.7065774151131,0.09378409099190363,1,40.0
2023-01-09,32,75522,546,Unemployed,High School,11,36760,60,Single,3,Mortgage,724,0.4725541945799205,5,2,0.4169559858549376,0,Education,1,18,9,1531,1577,55513,17350,6293.5,0.926489622562325,7,38163,0.26876,0.27168325560320905,1126.1798576300132,0.29398265792166733,0,67.0
2023-01-10,44,55523,616,Employed,Master,22,15744,48,Single,0,Mortgage,344,0.34406013086054305,1,1,0.18822754538899403,0,Auto,0,42,26,3904,2647,145059,40566,4626.916666666667,0.7733088880463748,2,104493,0.20274400000000004,0.1901260112724326,470.85215661515633,0.17611126703135413,1,34.4
2023-01-11,26,43937,450,Self-Employed,Master,1,12790,48,Married,2,Rent,297,0.2743493920288692,4,0,0.1549409417566309,0,Home,0,28,13,2806,1823,17088,52547,3661.4166666666665,0.9664425168953841,3,2761,0.28279,0.2504512130499193,424.40160774288137,0.19702800129536785,0,54.0
2023-01-12,41,57498,525,Employed,Associate,18,24502,72,Married,0,Rent,551,0.1816085913573354,2,0,0.41885114761829506,0,Other,0,29,3,1018,272,68814,30244,4791.5,0.9032139678266428,5,38570,0.27700199999999997,0.2868060406159089,716.4084787333592,0.2645118394518124,0,58.0
2023-01-13,39,163323,578,Employed,Associate,18,15010,48,Married,4,Own,540,0.11118920513464205,3,0,0.39263234147494713,0,Home,0,34,27,1917,2372,167055,12883,13610.25,0.8768669852146852,8,154172,0.22101,0.18275967576002136,443.086211641044,0.07223131181580382,1,37.6
2023-01-14,37,18486,486,Employed,Doctorate,15,16933,48,Widowed,2,Own,264,0.4769706993750932,4,1,0.1088514368368458,0,Education,0,22,18,8766,1798,15353,6780,1540.5,0.5646259557822562,2,8573,0.268933,0.2455473911006965,557.2527047603897,0.5331078901398181,0,53.0
2023-01-15,38,79708,577,Self-Employed,High School,17,25065,36,Married,0,Mortgage,1127,0.20512407137730884,3,5,0.3620823381878286,0,Auto,0,19,5,3829,1770,39629,31263,6642.333333333333,0.919729359147568,4,8366,0.221565,0.2605396190505918,1010.6050463700564,0.32181538310383745,0,59.0
2023-01-16,18,21823,565,Employed,High School,0,18708,72,Married,0,Mortgage,999,0.6796903171278945,2,1,0.4879170543590696,0,Home,0,35,22,2284,1231,38170,37877,1818.5833333333333,0.8845455832389518,6,3347,0.251208,0.276036417873887,534.2357546739096,0.8430934819267247,0,60.0
2023-01-17,33,39535,473,Employed,High School,9,69968,60,Married,2,Own,545,0.1527549290555782,3,2,0.15068497228476782,0,Education,0,28,29,4773,633,40107,53501,3294.5833333333335,0.70860882757584,4,3844,0.338468,0.2897180493692158,2219.7143048087105,0.8391696384900601,0,50.0
2023-01-18,41,36922,495,Employed,High School,21,21217,24,Single,1,Mortgage,500,0.6472328746995509,8,0,0.34478084760551375,0,Debt Consolidation,0,24,24,12701,1444,353798,5830,3076.8333333333335,0.947578561434638,6,347968,0.248717,0.28093050424728516,1165.575509587367,0.54132782934425,0,51.0
2023-01-19,41,36566,596,Employed,Associate,15,29998,60,Married,2,Other,475,0.3647862224020567,3,1,0.21677220197829158,0,Debt Consolidation,0,28,20,3144,3310,7242,22656,3047.1666666666665,0.8153950789764823,5,5628,0.236998,0.23684310953903726,857.4934392023816,0.4372893198716999,0,53.0
2023-01-20,27,49676,505,Self-Employed,Master,3,8342,48,Widowed,0,Own,185,0.21336400897344396,3,1,0.2215816912334166,0,Education,1,21,1,26729,509,38096,6406,4139.666666666667,0.8732234033809182,7,31690,0.25084199999999995,0.270099916806819,286.03047639702294,0.11378463879467499,0,66.0
2023-01-21,55,29524,544,Self-Employed,Bachelor,30,14323,72,Single,2,Rent,426,0.33024554988790683,3,2,0.06044590030141969,0,Education,0,21,13,4457,958,102982,25515,2460.3333333333335,0.6805928834372891,8,77467,0.25732299999999997,0.2677078524508875,401.52902729500937,0.3363483378790175,0,53.0
2023-01-22,29,80169,531,Employed,Associate,7,12791,96,Married,0,Mortgage,424,0.2844690253424933,5,4,0.11332377223921075,0,Debt Consolidation,0,26,20,2398,796,134193,12458,6680.75,0.9706428428566952,5,121735,0.282291,0.2769343582182172,332.3763744116907,0.11321728464793485,1,36.0
2023-01-23,51,22557,679,Employed,Master,29,13667,60,Single,1,Own,302,0.21343035472714092,2,3,0.23404850683036724,0,Education,0,23,26,4673,1304,173002,10979,1879.75,0.9720976049851732,6,162023,0.17916700000000002,0.18252065258332908,348.92875377256325,0.346284747318826,0,44.0
2023-01-24,45,62900,591,Employed,High School,25,27113,60,Married,4,Mortgage,345,0.11493979049434559,4,1,0.5187460303625179,0,Other,0,25,24,31038,2350,33388,81659,5241.666666666667,0.8553933209873988,5,6697,0.23661300000000002,0.2653328687440984,820.3578608334311,0.22232582400637793,0,57.0
2023-01-25,32,29897,551,Employed,High School,11,36967,24,Married,2,Other,122,0.04762042779552165,2,0,0.514171037464094,0,Education,0,26,18,12747,1311,198276,67977,2491.4166666666665,0.9139568360432164,3,130299,0.23646699999999998,0.27541861325101785,2020.4431051589409,0.8599296672544835,0,55.0
2023-01-26,61,27963,570,Employed,Bachelor,38,26168,60,Divorced,0,Own,233,0.44250751392119575,4,3,0.45080479606616497,0,Auto,1,18,10,783,4674,181035,27147,2330.25,0.9525987386081519,2,153888,0.246168,0.2529983227753203,772.6720657454603,0.431572606263474,0,61.0
2023-01-27,25,39467,502,Employed,Bachelor,0,19666,72,Married,5,Mortgage,639,0.4162922910167777,4,2,0.3387328924043261,0,Auto,0,28,24,716,710,27509,12187,3288.9166666666665,0.9582008374066476,0,15322,0.283666,0.2598784035141155,541.7293357309466,0.3590025091537578,0,56.0
2023-01-28,51,22480,561,Employed,High School,31,16067,48,Married,0,Rent,958,0.20907472623400833,2,1,0.5197423776325969,0,Auto,0,25,20,2426,2145,24085,45509,1873.3333333333333,0.44417647609964356,7,7435,0.230567,0.2296823301774445,514.6913926740943,0.7861341953776305,0,60.0
2023-01-29,52,57771,634,Employed,Associate,30,38437,60,Divorced,2,Own,251,0.20837599692770195,4,1,0.25316045404198284,0,Home,0,20,27,29259,739,29998,54241,4814.25,0.9649582746652027,4,8096,0.226437,0.2717244,1177.6511264992885,0.2967546609543103,0,49.0
2023-01-30,31,18548,519,Unemployed,Bachelor,9,62045,84,Married,1,Rent,442,0.4872710195797898,3,2,0.5325110456854096,1,Home,0,23,18,3769,400,6416,21607,1545.6666666666667,0.7255316031236039,5,4824,0.32754500000000003,0.35168323571450766,1994.578783342671,1.5763934332603005,0,76.0
2023-01-31,56,75961,571,Employed,Bachelor,36,23565,36,Married,0,Own,698,0.4316889732915758,5,2,0.30098060635980894,0,Auto,0,20,28,1561,4758,438288,49480,6330.083333333333,0.9418652981737723,2,388808,0.223065,0.2406470775452385,925.322985882857,0.25644575282834986,1,39.2
2023-02-01,36,26244,523,Employed,Bachelor,12,35230,24,Married,0,Mortgage,311,0.0922108175394722,6,1,0.28376452246962935,0,Debt Consolidation,0,19,4,24502,888,63387,22316,2187.0,0.937822037905766,5,41071,0.24872999999999998,0.2553448736312113,1889.7395434288246,1.0062823701092019,0,56.0
2023-02-02,43,42916,501,Unemployed,Associate,22,26152,60,Divorced,0,Own,565,0.4298190255465716,5,1,0.13863235668558846,0,Home,0,28,1,8708,511,10006,12900,3576.3333333333335,0.6686000743248582,2,3651,0.280652,0.3031106224055783,851.1095827169229,0.39596688863368146,0,59.0
2023-02-03,43,44974,606,Employed,High School,21,32136,72,Married,3,Mortgage,396,0.39148383005927584,3,1,0.43514162444411847,0,Auto,0,19,26,2316,696,6201,29698,3747.8333333333335,0.9547217402441601,2,7577,0.244136,0.23668674748888277,839.5871623597328,0.3296803919668429,0,54.0
2023-02-04,38,29483,598,Employed,Associate,16,12304,84,Divorced,3,Rent,731,0.3039964364962431,1,1,0.3496960478386443,0,Debt Consolidation,0,23,7,1731,2698,22077,7218,2456.9166666666665,0.6542911829637681,3,14859,0.23830400000000002,0.24750234737316293,309.4722145631029,0.4234869780808342,0,57.0
2023-02-05,49,44407,551,Employed,High School,28,17256,60,Single,1,Rent,212,0.09532527510143832,5,0,0.28447538518211807,0,Home,1,22,15,8534,3754,37677,8422,3700.5833333333335,0.9246218125084461,5,29255,0.24675599999999998,0.22380844033502068,480.3359884640806,0.18708833881074982,0,58.0
2023-02-06,49,26174,664,Employed,Master,27,26842,72,Married,0,Own,232,0.06839703480849588,3,1,0.19702724278844239,0,Debt Consolidation,0,22,14,1199,4657,121353,4383,2181.1666666666665,0.9852501503413061,6,116970,0.209842,0.182685033157422,616.2880567334528,0.38891482695810475,0,41.0
2023-02-07,19,57721,489,Employed,Associate,0,40386,60,Married,3,Rent,463,0.31221889049185353,3,0,0.3593444837045767,0,Debt Consolidation,0,25,3,1881,742,167119,101539,4810.083333333333,0.5282809176297231,7,65580,0.300886,0.27164621892541785,1237.1765024807828,0.3534609246161604,0,55.0
2023-02-08,55,126256,559,Employed,Associate,33,14631,24,Married,1,Own,423,0.27657501028824216,4,2,0.3891790161669498,0,Education,0,27,20,3566,941,78803,12946,10521.333333333334,0.9097247715142207,7,65857,0.21013099999999998,0.23640312039653408,770.9329101317859,0.11347733906967929,1,40.0
2023-02-09,20,226888,600,Employed,Bachelor,0,7969,72,Married,1,Mortgage,392,0.1354486018501883,1,0,0.25647669427558795,1,Home,0,24,19,1905,1357,63572,81999,18907.333333333332,0.9657221705827838,6,6133,0.222969,0.19506948798463244,188.6093992106421,0.03070815904996168,1,46.400000000000006
2023-02-10,52,49137,578,Employed,Associate,29,17169,36,Single,1,Own,538,0.6112271619800751,3,1,0.5110134459316455,0,Home,0,28,8,1254,350,79171,3167,4094.75,0.6419150401344627,2,76004,0.213169,0.2558028,687.9167000351614,0.29938743513893673,0,60.0
2023-02-11,53,82057,607,Self-Employed,Associate,27,36499,36,Single,1,Mortgage,253,0.4827319290477275,4,0,0.20517767410872126,0,Home,0,16,19,4476,1412,205801,265269,6838.083333333333,0.8740556232000669,6,8062,0.217999,0.2379993037948945,1428.1285595335414,0.24584791930490388,0,52.0
2023-02-12,26,19102,620,Employed,Master,3,9977,48,Married,1,Rent,203,0.09778786665943888,3,0,0.27164576018262093,0,Debt Consolidation,0,21,23,3616,930,64385,17689,1591.8333333333333,0.8412354499421043,6,46696,0.19497700000000004,0.21425262337543896,311.2313629906476,0.3230434695784615,0,50.0
2023-02-13,35,106646,500,Employed,Master,11,12228,36,Divorced,2,Mortgage,314,0.07899641185571497,2,2,0.28133959400696695,0,Other,0,23,18,3915,5809,97024,29400,8887.166666666666,0.9425048704629103,5,67624,0.24722799999999998,0.21505345825813843,463.8695339035313,0.08752728097483616,1,38.400000000000006
2023-02-14,26,67705,599,Employed,Bachelor,6,23812,36,Divorced,1,Mortgage,332,0.2704500137145812,3,0,0.43416526777747816,0,Debt Consolidation,0,24,26,416,720,18831,6524,5642.083333333333,0.5676371860754659,6,12307,0.209312,0.19869666389896226,883.3587218330313,0.21540956594042354,1,44.800000000000004
2023-02-15,37,29255,540,Employed,High School,14,20785,36,Single,3,Rent,350,0.3785224546914559,4,2,0.3352737672597286,0,Education,0,27,25,9340,1066,72236,18707,2437.9166666666665,0.681556255999317,3,53529,0.235785,0.24329426783504152,819.0542991437178,0.47953004921294184,0,54.0
2023-02-16,36,102144,548,Employed,Bachelor,16,29650,36,Divorced,1,Mortgage,760,0.4152302185856495,4,2,0.14580417320840378,0,Other,0,18,14,454,6223,35910,11457,8512.0,0.731952795916526,10,24453,0.24065,0.24187559370914588,1166.1759880435682,0.22628947227955454,0,50.0
2023-02-17,49,51827,611,Employed,Bachelor,29,11915,12,Single,2,Rent,593,0.3833475057344705,2,2,0.2952010387212487,1,Debt Consolidation,0,35,6,4143,550,87141,8764,4318.916666666667,0.9211915511196734,4,78377,0.171415,0.1946165312844633,1100.672531128665,0.39215216727852237,0,61.0
2023-02-18,55,36328,582,Employed,High School,34,18723,48,Married,0,Mortgage,526,0.30577668966599436,2,1,0.26248803729953385,0,Debt Consolidation,0,31,19,29812,1324,41704,16165,3027.3333333333335,0.7266404484926366,11,25539,0.222723,0.21363925414588933,583.4418487210933,0.36647495553438447,0,53.0
2023-02-19,56,65904,587,Employed,High School,31,40038,72,Single,3,Mortgage,450,0.5074961535447912,2,2,0.18684203881869899,0,Home,0,26,27,7545,2194,86347,4040,5492.0,0.9054417683089876,5,82307,0.261538,0.28638506230499994,1169.589023161631,0.29489967646788623,0,49.0
2023-02-20,33,25486,591,Employed,Master,9,12131,84,Divorced,0,Mortgage,324,0.6312223229239141,2,0,0.2005341306834212,0,Home,0,26,12,2272,672,27163,153610,2123.8333333333335,0.6143475819609311,2,10839,0.241631,0.26703533174687066,320.3906632597864,0.3034092426868648,0,56.0
2023-02-21,37,78177,555,Employed,High School,14,46094,72,Married,0,Mortgage,263,0.3260687055238248,4,1,0.2947624544608961,0,Auto,0,22,28,1819,2627,21623,16798,6514.75,0.7305233089810312,7,4825,0.283594,0.2898421060099437,1356.6562574236136,0.24861372384567537,0,52.0
2023-02-22,19,24925,531,Employed,Bachelor,0,12916,48,Married,3,Mortgage,221,0.42392770794912854,0,2,0.2063329253205023,0,Auto,0,24,15,2715,872,26095,72036,2077.0833333333335,0.8018612999637055,5,6799,0.24241600000000002,0.24118301361286099,421.93047483396566,0.309535233621167,0,55.0
2023-02-23,30,21294,524,Employed,Associate,8,33681,60,Married,0,Mortgage,285,0.06393648949003702,4,1,0.32957830775180297,0,Auto,0,26,24,9634,1050,27578,402268,1774.5,0.8744794679152895,3,10876,0.276681,0.2355090683470476,960.1741501025364,0.7017042266004713,0,55.0
2023-02-24,51,31939,640,Employed,Associate,28,18279,36,Single,2,Own,394,0.7140610557345605,3,0,0.14185283209489358,0,Other,0,27,24,5577,186,80499,10955,2661.5833333333335,0.9924227882512957,6,69544,0.183279,0.18819430466543674,668.3677755639428,0.39914879322356095,0,48.0
2023-02-25,59,78308,572,Employed,High School,36,12425,24,Married,5,Mortgage,226,0.4019962115645067,3,1,0.13345882410900992,0,Debt Consolidation,0,18,22,3121,1294,127885,31418,6525.666666666667,0.8554359022618732,4,96467,0.201425,0.21939503525267248,644.2149360279095,0.13335264892903553,1,39.2
2023-02-26,25,38177,446,Employed,Master,6,17180,60,Married,1,Rent,439,0.10931107824668433,3,0,0.2949204449901262,0,Debt Consolidation,0,32,4,8492,509,68418,35423,3181.4166666666665,0.9104181986042543,10,32995,0.29918,0.2789770599633068,533.8536796666311,0.30579260172353967,0,55.0
2023-02-27,32,19351,546,Employed,Associate,11,28925,60,Single,0,Mortgage,366,0.2891746848557788,2,2,0.5365427284340036,0,Auto,0,25,19,826,448,67103,6276,1612.5833333333333,0.9914809698023211,6,60827,0.260925,0.22921902624872742,814.1120358671405,0.7318146054677116,0,58.0
2023-02-28,39,36802,514,Employed,Bachelor,17,21951,72,Divorced,1,Mortgage,330,0.24098755991982676,6,0,0.23703117175268382,0,Auto,0,28,25,1673,2421,67109,51495,3066.8333333333335,0.7519628469405334,3,15614,0.279951,0.26343490384964524,609.5221359614916,0.30634926448393834,0,53.0
2023-03-01,43,50664,571,Employed,Bachelor,19,38531,60,Married,3,Mortgage,721,0.5159479045128598,3,0,0.10817964299852681,0,Home,0,23,5,1826,1717,176748,85879,4222.0,0.7787676111177682,5,90869,0.258031,0.2521765735847423,1135.8578570003158,0.43980527167226807,0,51.0
2023-03-02,30,23799,609,Unemployed,Bachelor,12,45155,36,Single,1,Mortgage,117,0.4355772941625845,2,1,0.24154959658675879,0,Auto,0,34,4,9218,379,20746,14403,1983.25,0.9250674519612272,4,6343,0.225655,0.23923719861160775,1769.7514467454416,0.9513432228642086,0,58.0
2023-03-03,45,32145,610,Unemployed,Doctorate,23,12191,84,Single,2,Mortgage,332,0.05988519769852206,4,2,0.5439386367834028,0,Home,0,29,29,3931,294,76055,34388,2678.75,0.9279218285883684,6,41667,0.232191,0.23516059446811544,297.1030545086042,0.23484948371763104,0,58.0
2023-03-04,34,180908,532,Employed,Bachelor,11,11753,60,Single,3,Own,124,0.4621968139329995,4,0,0.552055367637261,0,Auto,1,30,9,35651,161,70751,24944,15075.666666666666,0.5492455266829063,5,45807,0.250753,0.23058936089186388,331.7206970757469,0.030228891839548074,1,51.2
2023-03-05,39,23986,555,Employed,Associate,15,11471,72,Married,1,Own,454,0.3597641917055553,3,0,0.28605363120815924,0,Home,0,20,23,6884,3755,144349,18013,1998.8333333333333,0.8483678443500108,7,126336,0.248971,0.19917680000000001,274.2157791780945,0.3643204098281137,0,50.0
2023-03-06,46,58423,608,Employed,Doctorate,22,14050,72,Married,3,Mortgage,590,0.23956708037602076,4,0,0.29459214705644204,0,Auto,0,16,19,1496,49,27019,61607,4868.583333333333,0.6618360005730056,8,3780,0.22505,0.2567937702771614,384.3455168727758,0.2001291649260276,0,49.0
2023-03-07,40,33012,488,Employed,Bachelor,16,38257,36,Single,1,Rent,205,0.44152638705411756,4,1,0.6197931242570818,0,Home,0,24,6,7887,1536,291483,11075,2751.0,0.518457088694454,5,280408,0.279257,0.2381689976644174,1497.2557626524788,0.6187770856606611,0,56.0
2023-03-08,34,29687,579,Employed,High School,13,29149,24,Married,1,Mortgage,218,0.3791732959916835,5,0,0.16367360233449485,0,Home,0,23,8,1504,292,53737,15107,2473.9166666666665,0.7318388551325373,3,38630,0.214649,0.20860857105619054,1495.8489349807671,0.6927674476966081,0,53.0
2023-03-09,38,62148,525,Employed,High School,19,16772,36,Married,2,Own,172,0.21306022327505159,3,2,0.37513126416885395,0,Debt Consolidation,0,31,21,1975,3006,17718,5404,5179.0,0.6843051439258299,7,12314,0.239272,0.2363011509424538,654.7605224857567,0.15963709644444038,1,43.2
2023-03-10,38,100717,598,Self-Employed,Master,16,21904,24,Married,0,Own,416,0.3361475744065664,4,0,0.49874030676017556,0,Education,0,35,2,2754,2756,35695,13699,8393.083333333334,0.9259962190870109,5,21996,0.197904,0.1605716313777084,1073.08633455124,0.1774182711420602,1,49.6
2023-03-11,35,42336,575,Employed,Associate,10,44451,36,Divorced,0,Mortgage,340,0.45877657604503663,1,3,0.17084182661143427,0,Education,0,22,8,4150,497,121359,57699,3528.0,0.8302191940600578,5,63660,0.241951,0.20404232525575972,1661.128125321334,0.5672131874493577,0,51.0
2023-03-12,36,18754,525,Employed,Bachelor,11,57182,48,Single,2,Mortgage,350,0.17979935660264604,0,2,0.17726184650034724,0,Education,0,20,11,3720,610,49121,19627,1562.8333333333333,0.7979394126978692,5,29494,0.289682,0.2317456,1838.2403991638098,1.4001751514325327,0,51.0
2023-03-13,59,109971,491,Employed,Associate,35,25076,96,Married,2,Rent,335,0.17123409060845832,5,2,0.08761376520370229,1,Debt Consolidation,0,21,2,3708,980,29307,11882,9164.25,0.9292876553577137,4,17425,0.314576,0.3417112846247657,765.758411058192,0.12011440227603917,0,64.0
2023-03-14,46,33212,568,Employed,High School,23,5827,84,Married,1,Rent,247,0.22959885391265325,1,0,0.24563201806054857,0,Debt Consolidation,0,31,14,1124,592,235960,3372,2767.6666666666665,0.7978467130958643,9,232588,0.246827,0.2389311185576428,143.39240712965525,0.14105470569540718,1,39.2
2023-03-15,36,139509,598,Employed,Bachelor,13,25556,60,Single,3,Own,710,0.1917991891406357,4,1,0.3517818529161792,0,Other,1,24,17,2971,2826,104821,4745,11625.75,0.8223210975219511,6,100076,0.23155599999999998,0.22751280312264865,716.788445642783,0.12272657210440471,1,42.400000000000006
2023-03-16,48,15000,610,Employed,High School,27,35149,12,Single,1,Own,462,0.3333388721494701,2,0,0.4167875458775867,0,Home,0,16,5,4072,1120,47447,5664,1250.0,0.6159705530678612,5,41783,0.19514900000000002,0.1948538473469766,3247.359502667448,2.9674876021339585,0,57.0
2023-03-17,35,58829,530,Employed,Associate,13,24644,36,Married,3,Own,223,0.31277202787064035,6,2,0.17859302402289473,0,Debt Consolidation,1,17,5,7073,2838,76177,23125,4902.416666666667,0.5510937038826892,8,53052,0.244644,0.20105914763116348,917.1898382294398,0.23257709732875415,0,56.0
2023-03-18,54,178498,578,Employed,Bachelor,28,31674,60,Divorced,2,Mortgage,284,0.17050605812633485,3,0,0.09535753130065464,0,Other,0,16,1,1869,899,147211,132970,14874.833333333334,0.59598766230444,4,14241,0.247674,0.20098151852048526,840.8980283464623,0.07562424419409487,1,40.800000000000004
